bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
миска	ми'ска	bowl, basin, tureen	die Schüssel, der Napf	f		0	0	0	0	ми'ска	ми'ски	ми'ске	ми'ску	ми'ской, ми'скою	ми'ске	ми'ски	ми'сок	ми'скам	ми'ски	ми'сками	ми'сках
пан	пан	Pan, Polish landowner, sir	Pan	m		1	0	0	0	пан	па'на	па'ну	па'на	па'ном	па'не	па'ны, паны'	па'нов, пано'в	па'нам, пана'м	па'нов, пано'в	па'нами, пана'ми	па'нах, о пана'х
пенсионер	пенсионе'р	pensioner; متقاعد	Rentner	m	пенсионерка	1	0	0	0	пенсионе'р	пенсионе'ра	пенсионе'ру	пенсионе'ра	пенсионе'ром	пенсионе'ре	пенсионе'ры	пенсионе'ров	пенсионе'рам	пенсионе'ров	пенсионе'рами	пенсионе'рах
шорох	шо'рох	rustle	Geräusch, Geraschel	m		0	0	0	0	шо'рох	шо'роха	шо'роху	шо'рох	шо'рохом	шо'рохе	шо'рохи	шо'рохов	шо'рохам	шо'рохи	шо'рохами	шо'рохах
горшок	горшо'к	pot	Topf	m		0	0	0	0	горшо'к	горшка'	горшку'	горшо'к	горшко'м	горшке'	горшки'	горшко'в	горшка'м	горшки'	горшка'ми	горшка'х
матушка	ма'тушка	mother	Mütterchen	f		1	0	0	0	ма'тушка	ма'тушки	ма'тушке	ма'тушку	ма'тушкой, ма'тушкою	ма'тушке	ма'тушки	ма'тушек	ма'тушкам	ма'тушек	ма'тушками	ма'тушках
верхушка	верху'шка	top, apex, summit, leadership, leaders	die Spitze	f		0	0	0	0	верху'шка	верху'шки	верху'шке	верху'шку	верху'шкой	верху'шке	верху'шки	верху'шек	верху'шкам	верху'шки	верху'шками	верху'шках
национальность	национа'льность	nationality	Nationalität	f		0	0	0	0	национа'льность	национа'льности	национа'льности	национа'льность	национа'льностью	национа'льности	национа'льности	национа'льностей	национа'льностям	национа'льности	национа'льностями	национа'льностях
тигр	тигр	tiger	Tiger			1	0	0	0	ти'гр	ти'гра	ти'гру	ти'гра	ти'гром	ти'гре	ти'гры	ти'гров	ти'грам	ти'гров	ти'грами	ти'грах
складка	скла'дка	fold, plait, crease, pleat, tuck, wrinkle, flexure	Falte, Bügelfalte, Runzel	f		0	0	0	0	скла'дка	скла'дки	скла'дке	скла'дку	скла'дкой, скла'дкою	скла'дке	скла'дки	скла'док	скла'дкам	скла'дки	скла'дками	скла'дках
икона	ико'на	icon	Ikone	f		0	0	0	0	ико'на	ико'ны	ико'не	ико'ну	ико'ной, ико'ною	ико'не	ико'ны	ико'н	ико'нам	ико'ны	ико'нами	ико'нах
распространение	распростране'ние	spreading, diffusion, dissemination	Verbreitung, Ausdehnung	n		0	0	0	0	распростране'ние	распростране'ния	распростране'нию	распростране'ние	распростране'нием	распростране'нии	распростране'ния	распростране'ний	распростране'ниям	распростране'ния	распростране'ниями	распростране'ниях
учёба	учёба	studies, training	Lehre, Lernen; Studium	f		0	0	0	0	учёба	учёбы	учёбе	учёбу	учёбой, учёбою	учёбе	учёбы	учёб	учёбам	учёбы	учёбами	учёбах
котёнок	котёнок	kitten	junge Katze, Kätzchen	m		1	0	0	0	котёнок	котёнка	котёнку	котёнка	котёнком	котёнке	котя'та	котя'т	котя'там	котя'т	котя'тами	котя'тах
спортсмен	спортсме'н	sportsman	Sportler	m		1	0	0	0	спортсме'н	спортсме'на	спортсме'ну	спортсме'на	спортсме'ном	спортсме'не	спортсме'ны	спортсме'нов	спортсме'нам	спортсме'нов	спортсме'нами	спортсме'нах
серебро	серебро'	silver	Silber, Silbermedaille	n		0	0	1	0	серебро'	серебра'	серебру'	серебро'	серебро'м	серебре'
полотно	полотно'	linen, road-bed, canvas	Leinen; Leinwand (zum Malen, Gemälde); -blatt	n		0	0	0	0	полотно'	полотна'	полотну'	полотно'	полотно'м	полотне'	поло'тна	поло'тен	поло'тнам	поло'тна	поло'тнами	поло'тнах
прелесть	пре'лесть	charm, fascination, delights	Reiz, Anmut	f		0	0	0	0	пре'лесть	пре'лести	пре'лести	пре'лесть	пре'лестью	пре'лести	пре'лести	пре'лестей	пре'лестям	пре'лести	пре'лестями	пре'лестях
претензия	прете'нзия	claim, pretension	Anspruch / Forderung; Reklamation (Beanstandung)	f		0	0	0	0	прете'нзия	прете'нзии	прете'нзии	прете'нзию	прете'нзией, прете'нзиею	прете'нзии	прете'нзии	прете'нзий	прете'нзиям	прете'нзии	прете'нзиями	прете'нзиях
сражение	сраже'ние	battle	Schlacht, Kampf, Gefecht	n		0	0	0	0	сраже'ние	сраже'ния	сраже'нию	сраже'ние	сраже'нием	сраже'нии	сраже'ния	сраже'ний	сраже'ниям	сраже'ния	сраже'ниями	сраже'ниях
конфета	конфе'та	sweet, bon-bon, sweetmeats, candy	ein Stück Konfekt, Praline; Bonbon	f		0	0	0	0	конфе'та	конфе'ты	конфе'те	конфе'ту	конфе'той, конфе'тою	конфе'те	конфе'ты	конфе'т	конфе'там	конфе'ты	конфе'тами	конфе'тах
рывок	рыво'к	jerk, spurt, dash, burst	Ruck, Reißen, Spurt	m		0	0	0	0	рыво'к	рывка'	рывку'	рыво'к	рывко'м	рывке'	рывки'	рывко'в	рывка'м	рывки'	рывка'ми	рывка'х
икра	икра'	roe, spawn, caviar, paste	Kaviar, Rogen, Laich; die Wade	f		0	0	1	0	икра'	икры'	икре'	икру'	икро'й,     икро'ю	икре'
дрянь	дрянь	rubbish, trash, rotter	Dreck, Mist, Scheiß; Mistkerl, Miststück	f		0	0	0	0	дря'нь	дря'ни	дря'ни	дря'нь	дря'нью	дря'ни	дря'ни	дря'ней	дря'ням	дря'ни	дря'нями	дря'нях
худо	ху'до	harm, evil, ill, badly	übel, schlecht, schlimm; das Übel, das Böse, das Schlechte	n		0	0	0	0	ху'до	ху'да	ху'ду	ху'до	ху'дом	ху'де	ху'да	ху'д	ху'дам	ху'да	ху'дами	ху'дах
адмирал	адмира'л	admiral	Admiral	m		1	0	0	0	адмира'л	адмира'ла	адмира'лу	адмира'ла	адмира'лом	адмира'ле	адмира'лы	адмира'лов	адмира'лам	адмира'лов	адмира'лами	адмира'лах
лёгкость	лёгкость	lightness, easiness	Leichtheit, Leichtigkeit, Gewandtheit	f		0	0	0	0	лёгкость	лёгкости	лёгкости	лёгкость	лёгкостью	лёгкости	лёгкости	лёгкостей	лёгкостям	лёгкости	лёгкостями	лёгкостях
сочувствие	сочу'вствие	sympathy	Mitgefühl, Anteilnahme	n		0	0	0	0	сочу'вствие	сочу'вствия	сочу'вствию	сочу'вствие	сочу'вствием	сочу'вствии	сочу'вствия	сочу'вствий	сочу'вствиям	сочу'вствия	сочу'вствиями	сочу'вствиях
скотина	скоти'на	brute, beast	Schwein, Sau, Miststück; Vieh, Tier, Viehzeug	f		1	0	0	0	скоти'на	скоти'ны	скоти'не	скоти'ну	скоти'ной, скоти'ною	скоти'не	скоти'ны	скоти'н	скоти'нам	скоти'н	скоти'нами	скоти'нах
округа	окру'га	neighbourhood	Gegend, Ecke, Bezirk	f		0	0	0	0	окру'га	окру'ги	окру'ге	окру'гу	окру'гой, окру'гою	окру'ге	окру'ги	окру'г	окру'гам	окру'ги	окру'гами	окру'гах
табуретка	табуре'тка	stool	Schemelchen, kleiner Hocker	f		0	0	0	0	табуре'тка	табуре'тки	табуре'тке	табуре'тку	табуре'ткой, табуре'ткою	табуре'тке	табуре'тки	табуре'ток	табуре'ткам	табуре'тки	табуре'тками	табуре'тках
Финляндия	Финля'ндия	Finland	Finnland	f			0	1	0	Финля'ндия	Финля'ндии	Финля'ндии	Финля'ндию	Финля'ндией, Финля'ндиею	Финля'ндии
показатель	показа'тель	index, showing, exponent; rate	Kennziffer, Kennzahl, Kenngröße, Kennwert, Messgröße, Index	m		0	0	0	0	показа'тель	показа'теля	показа'телю	показа'тель	показа'телем	показа'теле	показа'тели	показа'телей	показа'телям	показа'тели	показа'телями	показа'телях
овца	овца'	sheep, ewe	Schaf	f		1	0	0	0	овца'	овцы'	овце'	овцу'	овцо'й, овцо'ю	овце'	о'вцы	ове'ц	о'вцам	ове'ц	о'вцами	о'вцах
акцент	акце'нт	accent	Akzent, Betonung, Aussprache	m		0	0	0	0	акце'нт	акце'нта	акце'нту	акце'нт	акце'нтом	акце'нте	акце'нты	акце'нтов	акце'нтам	акце'нты	акце'нтами	акце'нтах
заметка	заме'тка	paragraph, review, note, mark	Notiz, kurze Mitteilung; Vermerk, Merkzeichen, Zeichen	f		0	0	0	0	заме'тка	заме'тки	заме'тке	заме'тку	заме'ткой, заме'ткою	заме'тке	заме'тки	заме'ток	заме'ткам	заме'тки	заме'тками	заме'тках
тумбочка	ту'мбочка	bedside-table	Nachttisch			0	0	0	0	ту'мбочка	ту'мбочки	ту'мбочке	ту'мбочку	ту'мбочкой, ту'мбочкою	ту'мбочке	ту'мбочки	ту'мбочек	ту'мбочкам	ту'мбочки	ту'мбочками	ту'мбочках
концепция	конце'пция	conception, idea	Konzept, Konzeption, Auffassung	f		0	0	0	0	конце'пция	конце'пции	конце'пции	конце'пцию	конце'пцией, конце'пциею	конце'пции	конце'пции	конце'пций	конце'пциям	конце'пции	конце'пциями	конце'пциях
математика	матема'тика	mathematics	Mathematik	f		0	0	0	0	матема'тика	матема'тики	матема'тике	матема'тику	матема'тикой, матема'тикою	матема'тике	матема'тики	матема'тик	матема'тикам	матема'тики	матема'тиками	матема'тиках
земляк	земля'к	countyman, fellow-townsman, fellow-villager	Landsmann	m		1	0	0	0	земля'к	земляка'	земляку'	земляка'	земляко'м	земляке'	земляки'	земляко'в	земляка'м	земляко'в	земляка'ми	земляка'х
предупреждение	предупрежде'ние	notice, warning, prevention	Warnung, Warnhinweis, Verwarnung; Mahnung; Vorbeugung, Verhütung	n		0	0	0	0	предупрежде'ние	предупрежде'ния	предупрежде'нию	предупрежде'ние	предупрежде'нием	предупрежде'нии	предупрежде'ния	предупрежде'ний	предупрежде'ниям	предупрежде'ния	предупрежде'ниями	предупрежде'ниях
землянин	земля'нин	terrestrial being, earthling	Erdbewohner	m		1	0	0	0	земля'нин	земля'нина	земля'нину	земля'нина	земля'нином	земля'нине	земля'не	земля'н	земля'нам	земля'н	земля'нами	земля'нах
сыр	сыр	cheese	Käse	m		0	0	0	0	сы'р	сы'ра	сы'ру	сы'р	сы'ром	сы'ре	сыры'	сыро'в	сыра'м	сыры'	сыра'ми	сыра'х
микрофон	микрофо'н	microphone, mike	Mikrofon, Mikrophon	m		0	0	0	0	микрофо'н	микрофо'на	микрофо'ну	микрофо'н	микрофо'ном	микрофо'не	микрофо'ны	микрофо'нов	микрофо'нам	микрофо'ны	микрофо'нами	микрофо'нах
поляна	поля'на	glade, clearing	Lichtung, Waldwiese	f		0	0	0	0	поля'на	поля'ны	поля'не	поля'ну	поля'ной, поля'ною	поля'не	поля'ны	поля'н	поля'нам	поля'ны	поля'нами	поля'нах
фара	фа'ра	headlight	(Fahrzeug)scheinwerfer	f		0	0	0	0	фа'ра	фа'ры	фа'ре	фа'ру	фа'рой, фа'рою	фа'ре	фа'ры	фа'р	фа'рам	фа'ры	фа'рами	фа'рах
особняк	особня'к	private residence, detached house; mansion	Villa	m		0	0	0	0	особня'к	особняка'	особняку'	особня'к	особняко'м	особняке'	особняки'	особняко'в	особняка'м	особняки'	особняка'ми	особняка'х
сторонник	сторо'нник	supporter, adherent, advocate, partisan, henchman	Anhänger, Befürworter, Verfechter, Kampfer, Vertreter	m	сторонница	1	0	0	0	сторо'нник	сторо'нника	сторо'ннику	сторо'нника	сторо'нником	сторо'ннике	сторо'нники	сторо'нников	сторо'нникам	сторо'нников	сторо'нниками	сторо'нниках
хан	хан	khan	Khan, Chan	m		1	0	0	0	ха'н	ха'на	ха'ну	ха'на	ха'ном	ха'не	ха'ны	ха'нов	ха'нам	ха'нов	ха'нами	ха'нах
солдатик	солда'тик	tin toy soldier	kleiner Soldat	m		1	0	0	0	солда'тик	солда'тика	солда'тику	солда'тика	солда'тиком	солда'тике	солда'тики	солда'тиков	солда'тикам	солда'тиков	солда'тиками	солда'тиках
верста	верста'	verst, milestone	Riese	f		0	0	0	0	верста'	версты'	версте'	версту'	версто'й, версто'ю	версте'	вёрсты	вёрст	вёрстам	вёрсты	вёрстами	вёрстах
конечность	коне'чность	finiteness, extremity	Gliedmaßen, Extremität; Endlichkeit	f		0	0	0	0	коне'чность	коне'чности	коне'чности	коне'чность	коне'чностью	коне'чности	коне'чности	коне'чностей	коне'чностям	коне'чности	коне'чностями	коне'чностях
станок	стано'к	machine, tool	Werkbank; Werkzeugmaschine	m		0	0	0	0	стано'к	станка'	станку'	стано'к	станко'м	станке'	станки'	станко'в	станка'м	станки'	станка'ми	станка'х
букет	буке'т	bunch of flowers, posy, bouquet, nosegay	Blumenstrauß, Bouquet; Bukett (Aroma)	m		0	0	0	0	буке'т	буке'та	буке'ту	буке'т	буке'том	буке'те	буке'ты	буке'тов	буке'там	буке'ты	буке'тами	буке'тах
стражник	стра'жник	police constable	Wachtmeister, Wächter	m		1	0	0	0	стра'жник	стра'жника	стра'жнику	стра'жника	стра'жником	стра'жнике	стра'жники	стра'жников	стра'жникам	стра'жников	стра'жниками	стра'жниках
тенденция	тенде'нция	tendency, bias	Tendenz, Trend, Neigung	f		0	0	0	0	тенде'нция	тенде'нции	тенде'нции	тенде'нцию	тенде'нцией, тенде'нциею	тенде'нции	тенде'нции	тенде'нций	тенде'нциям	тенде'нции	тенде'нциями	тенде'нциях
адъютант	адъюта'нт	aide-de-camp, adjutant, aide	Adjutant	m		1	0	0	0	адъюта'нт	адъюта'нта	адъюта'нту	адъюта'нта	адъюта'нтом	адъюта'нте	адъюта'нты	адъюта'нтов	адъюта'нтам	адъюта'нтов	адъюта'нтами	адъюта'нтах
видение	ви'дение	vision, sight, apparition, phantom	Vision	n			0	1	0	ви'дение	ви'дения	ви'дению	ви'дение	ви'дением	ви'дении
рация	ра'ция	portable radio transmitter, walkie-talkie	Funkgerät, Funkstelle, Funkanlage	f		0	0	0	0	ра'ция	ра'ции	ра'ции	ра'цию	ра'цией, ра'циею	ра'ции	ра'ции	ра'ций	ра'циям	ра'ции	ра'циями	ра'циях
плот	плот	raft	Floß	m		0	0	0	0	пло'т	плота'	плоту'	пло'т	плото'м	плоте'	плоты'	плото'в	плота'м	плоты'	плота'ми	плота'х
редкость	ре'дкость	rarity, curiosity, curio	Seltenheit, Rarität	f		0	0	0	0	ре'дкость	ре'дкости	ре'дкости	ре'дкость	ре'дкостью	ре'дкости	ре'дкости	ре'дкостей	ре'дкостям	ре'дкости	ре'дкостями	ре'дкостях
съёмка	съёмка	photo or video shoot, instance of filming; removal	Aufnahme			0	0	0	0	съёмка	съёмки	съёмке	съёмку	съёмкой, съёмкою	съёмке	съёмки	съёмок	съёмкам	съёмки	съёмками	съёмках
нетерпение	нетерпе'ние	impatience	Ungeduld	n		0	0	0	0	нетерпе'ние	нетерпе'ния	нетерпе'нию	нетерпе'ние	нетерпе'нием	нетерпе'нии	нетерпе'ния	нетерпе'ний	нетерпе'ниям	нетерпе'ния	нетерпе'ниями	нетерпе'ниях
схватка	схва'тка	skirmish, melee, close fight, close engagement	Krampf / Geburtswehe; Kampf (Handgemenge, Rangelei, Geplänkel etc.)	f		0	0	0	0	схва'тка	схва'тки	схва'тке	схва'тку	схва'ткой, схва'ткою	схва'тке	схва'тки	схва'ток	схва'ткам	схва'тки	схва'тками	схва'тках
магия	ма'гия	magic	Magie, Zauberkunst, Zauberei, Charme	f		0	0	0	0	ма'гия	ма'гии	ма'гии	ма'гию	ма'гией, ма'гиею	ма'гии	ма'гии	ма'гий	ма'гиям	ма'гии	ма'гиями	ма'гиях
слюна	слюна'	saliva	Speichel	f		0	0	1	0	слюна'	слюны'	слюне'	слюну'	слюно'й, слюно'ю	слюне'
вероятность	вероя'тность	probability, likelihood	Wahrscheinlichkeit	f		0	0	0	0	вероя'тность	вероя'тности	вероя'тности	вероя'тность	вероя'тностью	вероя'тности	вероя'тности	вероя'тностей	вероя'тностям	вероя'тности	вероя'тностями	вероя'тностях
аллея	алле'я	avenue, path, lane	Allee	f		0	0	0	0	алле'я	алле'и	алле'е	алле'ю	алле'ей, алле'ею	алле'е	алле'и	алле'й	алле'ям	алле'и	алле'ями	алле'ях
удостоверение	удостовере'ние	certification, attestation, certificate	Ausweis, Nachweis, Legitimation; Beglaubigung, Verifikation; Bescheinigung, Attest, Zeugnis, Schein	n		0	0	0	0	удостовере'ние	удостовере'ния	удостовере'нию	удостовере'ние	удостовере'нием	удостовере'нии	удостовере'ния	удостовере'ний	удостовере'ниям	удостовере'ния	удостовере'ниями	удостовере'ниях
кустарник	куста'рник	bushes, shrubs, shrubbery	Gebüsch	m		0	0	0	0	куста'рник	куста'рника	куста'рнику	куста'рник	куста'рником	куста'рнике	куста'рники	куста'рников	куста'рникам	куста'рники	куста'рниками	куста'рниках
дисциплина	дисципли'на	discipline, branch of science	Disziplin, Fach	f		0	0	0	0	дисципли'на	дисципли'ны	дисципли'не	дисципли'ну	дисципли'ной, дисципли'ною	дисципли'не	дисципли'ны	дисципли'н	дисципли'нам	дисципли'ны	дисципли'нами	дисципли'нах
клок	клок	tuft, flock, rag, shred, piece	Fetzen, Büschel	m		0	0	0	0	клок	клока'	клоку'	клок	клоко'м	клоке'	кло'чья, клоки'	кло'чьев, клоко'в	кло'чьям, клока'м	кло'чья, клоки'	кло'чьями, клока'ми	кло'чьях, клока'х
треть	треть	one third	Drittel			0	0	0	0	тре'ть	тре'ти	тре'ти	тре'ть	тре'тью	тре'ти	тре'ти	трете'й	третя'м	тре'ти	третя'ми	третя'х
взяток	взя'ток		die Bestechung	m		0	0	0	0	взя'ток	взя'тка	взя'тку	взя'ток	взя'тком	взя'тке	взя'тки	взя'тков	взя'ткам	взя'тки	взя'тками	взя'тках
новичок	новичо'к	beginner, novice, tyro, new boy, new girl	Neuling, Anfänger	m		1	0	0	0	новичо'к	новичка'	новичку'	новичка'	новичко'м	новичке'	новички'	новичко'в	новичка'м	новичко'в	новичка'ми	новичка'х
исполнитель	исполни'тель	executor, performer	Darsteller, Interpret, Bearbeiter, Täter	m		1	0	0	0	исполни'тель	исполни'теля	исполни'телю	исполни'теля	исполни'телем	исполни'теле	исполни'тели	исполни'телей	исполни'телям	исполни'телей	исполни'телями	исполни'телях
обморок	о'бморок	fainting fit, faint, swoon, syncope	Ohnmacht, Bewusstlosigkeit, Ohnmachtsanfall, Ohnmachtszustand	m		0	0	0	0	о'бморок	о'бморока	о'бмороку	о'бморок	о'бмороком	о'бмороке	о'бмороки	о'бмороков	о'бморокам	о'бмороки	о'бмороками	о'бмороках
африка	а'фрика	Africa	Afrika	f			0	0	0	А'фрика	А'фрики	А'фрике	А'фрику	А'фрикой	А'фрике	А'фрики	А'фрик	А'фрикам	А'фрики	А'фриками	А'фриках
певец	певе'ц	singer	Sänger	m	певица	1	0	0	0	певе'ц	певца'	певцу'	певца'	певцо'м	певце'	певцы'	певцо'в	певца'м	певцо'в	певца'ми	певца'х
погоня	пого'ня	pursuit, chase, pursuers	Verfolgung, Jagd, Verfolger	f		0	0	0	0	пого'ня	пого'ни	пого'не	пого'ню	пого'ней, пого'нею	пого'не	пого'ни	пого'нь	пого'ням	пого'ни	пого'нями	пого'нях
гребень	гре'бень	comb, tooth-comb, crest, card, hackle, hatchel	Kamm, Grat, Haube	m		0	0	0	0	гре'бень	гре'бня	гре'бню	гре'бень	гре'бнем	гре'бне	гре'бни	гре'бней	гре'бням	гре'бни	гре'бнями	гре'бнях
солома	соло'ма	straw, thatch, haulm	Stroh	f		0	0	0	0	соло'ма	соло'мы	соло'ме	соло'му	соло'мой, соло'мою	соло'ме	соло'мы	соло'м	соло'мам	соло'мы	соло'мами	соло'мах
независимость	незави'симость	independence, sovereignty	Unabhängigkeit, Eigenständigkeit (Autonomie), Selbständigkeit	f		0	0	1	0	незави'симость	незави'симости	незави'симости	незави'симость	незави'симостью	незави'симости
пульт	пульт	desk, stand; remote control	Fernbedienung, Bedieneinrichtung; Pult, Notenständer (Notenpult), Steuerpult	m		0	0	0	0	пульт	пу'льта	пу'льту	пульт	пу'льтом	пу'льте	пу'льты	пу'льтов	пу'льтам	пу'льты	пу'льтами	пу'льтах
фургон	фурго'н	van, estate car, caravan	Lieferwagen, Planwagen	m		0	0	0	0	фурго'н	фурго'на	фурго'ну	фурго'н	фурго'ном	фурго'не	фурго'ны	фурго'нов	фурго'нам	фурго'ны	фурго'нами	фурго'нах
Грузия	Гру'зия	Georgia	Georgien	f		0	0	1	0	Гру'зия	Гру'зии	Гру'зии	Гру'зию	Гру'зией, Гру'зиею	Гру'зии
перекрёсток	перекрёсток	crossroads, crossing; Intersection	Kreuzung, Straßenkreuzung, Kreuzweg	m		0	0	0	0	перекрёсток	перекрёстка	перекрёстку	перекрёсток	перекрёстком	перекрёстке	перекрёстки	перекрёстков	перекрёсткам	перекрёстки	перекрёстками	перекрёстках
организатор	организа'тор	organizer	Organisator	m		1	0	0	0	организа'тор	организа'тора	организа'тору	организа'тора	организа'тором	организа'торе	организа'торы	организа'торов	организа'торам	организа'торов	организа'торами	организа'торах
мощность	мо'щность	power, capacity, horse-power, output	Leistung, Kapazität	f		0	0	0	0	мо'щность	мо'щности	мо'щности	мо'щность	мо'щностью	мо'щности	мо'щности	мо'щностей	мо'щностям	мо'щности	мо'щностями	мо'щностях
наместник	наме'стник	deputy, governor-general	Statthalter, Prior, Abt	m		1	0	0	0	наме'стник	наме'стника	наме'стнику	наме'стника	наме'стником	наме'стнике	наме'стники	наме'стников	наме'стникам	наме'стников	наме'стниками	наме'стниках
близость	бли'зость	nearness, closeness, proximity, propinquity, intimacy	Nähe, Verbundenheit; Vertrautheit, Vertraulichkeit, Intimität	f		0	0	1	0	бли'зость	бли'зости	бли'зости	бли'зость	бли'зостью	бли'зости
кафедра	ка'федра	chair, rostrum, pulpit, department, sub-faculty	Katheder, Rednerpult, Lehrstuhl, Kanzel	f		0	0	0	0	ка'федра	ка'федры	ка'федре	ка'федру	ка'федрой, ка'федрою	ка'федре	ка'федры	ка'федр	ка'федрам	ка'федры	ка'федрами	ка'федрах
рычаг	рыча'г	lever, key factor	Hebel	m		0	0	0	0	рыча'г	рычага'	рычагу'	рыча'г	рычаго'м	рычаге'	рычаги'	рычаго'в	рычага'м	рычаги'	рычага'ми	рычага'х
террорист	террори'ст	terrorist	Terrorist	m		1	0	0	0	террори'ст	террори'ста	террори'сту	террори'ста	террори'стом	террори'сте	террори'сты	террори'стов	террори'стам	террори'стов	террори'стами	террори'стах
силуэт	силуэ'т	silhouette	Silhouette, Umriß	m		0	0	0	0	силуэ'т	силуэ'та	силуэ'ту	силуэ'т	силуэ'том	силуэ'те	силуэ'ты	силуэ'тов	силуэ'там	силуэ'ты	силуэ'тами	силуэ'тах
оппозиция	оппози'ция	opposition	Opposition	f		0	0	0	0	оппози'ция	оппози'ции	оппози'ции	оппози'цию	оппози'цией, оппози'циею	оппози'ции	оппози'ции	оппози'ций	оппози'циям	оппози'ции	оппози'циями	оппози'циях
соревнование	соревнова'ние	contest, competition, emulation, event, tournament	Wettbewerb	n		0	0	0	0	соревнова'ние	соревнова'ния	соревнова'нию	соревнова'ние	соревнова'нием	соревнова'нии	соревнова'ния	соревнова'ний	соревнова'ниям	соревнова'ния	соревнова'ниями	соревнова'ниях
купе	купе'	compartment	Abteil; Zugabteil	n		0	1	0	0
сионист	сиони'ст	Zionist	Zionist			1	0	0	0	сиони'ст	сиони'ста	сиони'сту	сиони'ста	сиони'стом	сиони'сте	сиони'сты	сиони'стов	сиони'стам	сиони'стов	сиони'стами	сиони'стах
ассоциация	ассоциа'ция	association	Vereinigung, Assoziation, Gedankenverbindung	f		0	0	0	0	ассоциа'ция	ассоциа'ции	ассоциа'ции	ассоциа'цию	ассоциа'цией, ассоциа'циею	ассоциа'ции	ассоциа'ции	ассоциа'ций	ассоциа'циям	ассоциа'ции	ассоциа'циями	ассоциа'циях
чердак	черда'к	attic, garret	Dachboden	m		0	0	0	0	черда'к	чердака'	чердаку'	черда'к	чердако'м	чердаке'	чердаки'	чердако'в	чердака'м	чердаки'	чердака'ми	чердака'х
зрачок	зрачо'к	pupil	Pupille	m		0	0	0	0	зрачо'к	зрачка'	зрачку'	зрачо'к	зрачко'м	зрачке'	зрачки'	зрачко'в	зрачка'м	зрачки'	зрачка'ми	зрачка'х
скука	ску'ка	boredom, tedium	Langeweile	f		0	0	1	0	ску'ка	ску'ки	ску'ке	ску'ку	ску'кой, ску'кою	ску'ке
мужество	му'жество	courage, fortitude	Mut, Courage, Männlichkeit	n		0	0	0	0	му'жество	му'жества	му'жеству	му'жество	му'жеством	му'жестве	му'жества	му'жеств	му'жествам	му'жества	му'жествами	му'жествах
сазан	саза'н	sazan	Karpfen			1	0	0	0	саза'н	саза'на	саза'ну	саза'на	саза'ном	саза'не	саза'ны	саза'нов	саза'нам	саза'нов	саза'нами	саза'нах
любовник	любо'вник	lover	Liebhaber, Freund	m		1	0	0	0	любо'вник	любо'вника	любо'внику	любо'вника	любо'вником	любо'внике	любо'вники	любо'вников	любо'вникам	любо'вников	любо'вниками	любо'вниках
сани	са'ни	sledge, sleigh, toboggan, luge	Schlitten				0	0	1							са'ни	са'ней	са'ням	са'ни	са'нями	са'нях
развалина	разва'лина	wreck, ruin	Ruine, verfallenes Bauwerk; Tattergreis, hinfällige Alte, menschliches Wrack	f		0	0	0	0	разва'лина	разва'лины	разва'лине	разва'лину	разва'линой, разва'линою	разва'лине	разва'лины	разва'лин	разва'линам	разва'лины	разва'линами	разва'линах
сотник	со'тник	sotnik	Kommandeur in einer Hundertschaft, Leutnant			1	0	0	0	со'тник	со'тника	со'тнику	со'тника	со'тником	со'тнике	со'тники	со'тников	со'тникам	со'тников	со'тниками	со'тниках
психология	психоло'гия	psychology	Psychologie, Psyche, Mentalität	f		0	0	1	0	психоло'гия	психоло'гии	психоло'гии	психоло'гию	психоло'гией, психоло'гиею	психоло'гии
различие	разли'чие	distinction, difference	Unterschied (im Sinne von "verschieden sein"); Verschiedenheit	n		0	0	0	0	разли'чие	разли'чия	разли'чию	разли'чие	разли'чием	разли'чии	разли'чия	разли'чий	разли'чиям	разли'чия	разли'чиями	разли'чиях
коляска	коля'ска	carriage, barouche, perambulator, pram, side-car; baby stroller	Wagen; Karosse, Kutsche	f		0	0	0	0	коля'ска	коля'ски	коля'ске	коля'ску	коля'ской, коля'скою	коля'ске	коля'ски	коля'сок	коля'скам	коля'ски	коля'сками	коля'сках
чемпион	чемпио'н	champion, title-holder	Meister, Champion, Sieger	m	чемпионка	1	0	0	0	чемпио'н	чемпио'на	чемпио'ну	чемпио'на	чемпио'ном	чемпио'не	чемпио'ны	чемпио'нов	чемпио'нам	чемпио'нов	чемпио'нами	чемпио'нах
тупик	ту'пик	blind alley, dead-end siding, impasse, cul-de-sac, deadlock	Sackgasse, Abstellgleis			1	0	0	0	ту'пик	ту'пика	ту'пику	ту'пика	ту'пиком	ту'пике	ту'пики	ту'пиков	ту'пикам	ту'пиков	ту'пиками	ту'пиках
кура	ку'ра	chicken; chicken meat	Huhn	f		1	0	0	0	ку'ра	ку'ры	ку'ре	ку'ру	ку'рой, ку'рою	ку'ре	ку'ры	ку'р	ку'рам	ку'р	ку'рами	ку'рах
активность	акти'вность	activity	Aktivität	f		0	0	0	0	акти'вность	акти'вности	акти'вности	акти'вность	акти'вностью	акти'вности	акти'вности	акти'вностей	акти'вностям	акти'вности	акти'вностями	акти'вностях
